num_expediente;fecha;hora;localizacion;numero;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2020S011206;12/08/2020;20:05:00;CALL. VERSALLES, FAROLA 61;109A;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Conductor;Desconocido;Desconocido;14;447816,52;4474250,14;N;NULL
2020S011206;12/08/2020;20:05:00;CALL. VERSALLES, FAROLA 61;109A;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;447816,52;4474250,14;N;NULL
2020S011206;12/08/2020;20:05:00;CALL. VERSALLES, FAROLA 61;109A;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;447816,52;4474250,14;N;NULL
2020S011206;12/08/2020;20:05:00;CALL. VERSALLES, FAROLA 61;109A;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Peatón;Desconocido;Desconocido;14;447816,52;4474250,14;N;NULL
2020S011283;14/08/2020;19:28:00;PLAZA. CORTES / CALL. MARQUES DE CUBAS;3;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;440960,59;4474155,89;N;NULL
2020S011295;14/08/2020;23:30:00;CALL. ROBERTO DOMINGO, 1A;1A;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;443896,07;4476156,9;N;NULL
2020S011340;16/08/2020;20:55:00;CALL. VELAZQUEZ / CALL. CONDE DE ARANDA;7;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;1;441922,5;4474792,41;N;NULL
2020S011345;17/08/2020;8:45:00;AVDA. AVIACION / CALL. ALDEANUEVA DE LA VERA;57;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;1;434085,04;4469673,84;N;NULL
2020S011346;05/08/2020;9:30:00;CALL. ALBERTO DE PALACIO / AVDA. FRANCISCO JAVIER SAENZ DE OIZA;0;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;445353,74;4482288,2;N;NULL
2020S011349;14/08/2020;9:20:00;CALL. INSULA BARATARIA, 1;1;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;441761,04;4484059,7;N;NULL
2020S011380;18/08/2020;11:05:00;CALL. ALCALA / CALL. CONDE DE PEÑALVER;151;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;442709,62;4475162,03;N;NULL
2020S011389;17/08/2020;19:27:00;AVDA. NICETO ALCALA ZAMORA, 10 (Farola 40);10;HORTALEZA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;3;445289,78;4482018,87;N;NULL
2020S011405;18/08/2020;12:50:00;PASEO. JUAN ANTONIO VALLEJO-NAJERA BOTAS, 38;38;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;439752,44;4472687,19;N;NULL
2020S011442;20/08/2020;8:30:00;CALL. CONGOSTO / AVDA. VILLA DE VALLECAS;47;VILLA DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;14;447587,57;4469044,51;N;NULL
2020S011442;20/08/2020;8:30:00;CALL. CONGOSTO / AVDA. VILLA DE VALLECAS;47;VILLA DE VALLECAS;Atropello a persona;Despejado;Bicicleta;Peatón;De 18 a 20 años;Mujer;7;447587,57;4469044,51;N;NULL
2020S011454;20/08/2020;17:55:00;CALL. ALFONSO XII / CALL. FELIPE IV;26;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;441530,89;4474122,56;N;NULL
2020S011493;21/08/2020;20:30:00;AVDA. POBLADOS / CALL. VIA LUSITANA;110;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;437808,78;4469462,88;N;NULL
2020S011494;19/08/2020;20:30:00;CALL. AGATHA CHRISTIE / CALL. LUIS MARTINEZ FEDUCHI;1;HORTALEZA;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;446110,2;4483498,13;N;NULL
2020S011495;21/08/2020;21:00:00;CALL. TESORO, 26;26;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;440097,93;4475172,6;N;NULL
2020S011535;22/08/2020;12:50:00;CTRA. SOMONTES AL PALACIO DE LA REAL QUINTA, 1;1;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;436070,31;4482455,62;N;NULL
2020S011574;24/08/2020;16:50:00;AVDA. MENENDEZ PELAYO, 65;65;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;2;442563,86;4473913,83;N;NULL
2020S011580;24/08/2020;20:00:00;AVDA. ARCENTALES / CALL. ESTOCOLMO;80;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;3;450885,3;4475254,25;N;NULL
2020S011581;21/08/2020;22:00:00;PISTA. CRISTO DE EL PARDO, 17;17;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Mujer;6;432731,46;4485855,45;N;NULL
2020S011598;21/08/2020;11:02:00;PASEO. TORRECILLA, 4;4;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;7;437791,24;4474711,96;N;NULL
2020S011599;23/08/2020;12:20:00;GTA. SAN ANTONIO DE LA FLORIDA, 2;2;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;2;438340,62;4475247,97;N;NULL
2020S011609;25/08/2020;9:55:00;CALL. SOFIA, 21;21;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;7;448399,08;4474520,9;N;NULL
2020S011609;25/08/2020;9:55:00;CALL. SOFIA, 21;21;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Bicicleta;Peatón;De 50 a 54 años;Mujer;2;448399,08;4474520,9;N;NULL
2020S011615;24/08/2020;17:40:00;CALL. VITRUVIO, 15;15;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;6;441669,17;4477234,56;N;NULL
2020S011620;25/08/2020;17:40:00;CALL. BRAVO MURILLO / CALL. ANASTASIO HERRERO;204;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;440497,5;4478684,13;N;NULL
2020S011624;24/08/2020;21:10:00;PASEO. SANTA MARIA DE LA CABEZA, 21;21;ARGANZUELA;Alcance;NULL;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;14;441038,89;4473004,49;N;NULL
2020S011637;23/08/2020;11:58:00;AVDA. MENENDEZ PELAYO, 81;81;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;7;442521,83;4473392,92;N;NULL
2020S011644;25/08/2020;21:57:00;CMNO. VIEJO DEL CURA, 82;82;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;1;447160,69;4484379,62;N;NULL
2020S011650;26/08/2020;14:30:00;AVDA. NAZARET / CALL. JESUS APRENDIZ;10;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;2;443089,13;4473622,84;N;NULL
2020S011651;25/08/2020;21:05:00;GTA. ENCINA DEL TRILLO (CASA DE CAMPO);0;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;436092,27;4474168,34;N;NULL
2020S011651;25/08/2020;21:05:00;GTA. ENCINA DEL TRILLO (CASA DE CAMPO);0;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;14;436092,27;4474168,34;N;NULL
2020S011652;25/08/2020;19:45:00;GTA. SIETE HERMANAS (CASA DE CAMPO);0;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;436699,76;4474197,06;N;NULL
2020S011652;25/08/2020;19:45:00;GTA. SIETE HERMANAS (CASA DE CAMPO);0;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;6;436699,76;4474197,06;N;NULL
2020S011692;27/08/2020;11:50:00;CALL. AJOFRIN / AVDA. ARCENTALES;2;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 6  a  9 años;Mujer;1;446962,73;4475166,51;N;NULL
2020S011695;26/08/2020;21:00:00;CALL. PADRE DAMIAN / CALL. GENERAL GALLEGOS;37;CHAMARTÍN;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;441876,08;4479121,41;N;NULL
2020S011699;26/08/2020;20:50:00;CALL. FERROCARRIL / PASEO. DELICIAS;1;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;441080,35;4472454,35;N;NULL
2020S011699;26/08/2020;20:50:00;CALL. FERROCARRIL / PASEO. DELICIAS;1;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;De 25 a 29 años;Mujer;14;441080,35;4472454,35;N;NULL
2020S011699;26/08/2020;20:50:00;CALL. FERROCARRIL / PASEO. DELICIAS;1;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;De 30 a 34 años;Mujer;7;441080,35;4472454,35;N;NULL
2020S011714;27/08/2020;18:14:00;AVDA. AMERICA, 38;38;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;443559,66;4476960,05;N;NULL
2020S011732;27/08/2020;10:15:00;PLAZA. INDEPENDENCIA / CALL. ALFONSO XII;7;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;441642,32;4474563,43;N;NULL
2020S011781;29/08/2020;2:15:00;PASEO. CASTELLANA / CALL. AYALA;12;SALAMANCA;Choque contra obstáculo fijo;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;5;441532,45;4475466,01;S;NULL
2020S011806;29/08/2020;23:15:00;CALL. GALILEO / CALL. FERNANDEZ DE LOS RIOS;57;CHAMBERÍ;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;7;439754,91;4476360,64;N;NULL
2020S011811;29/08/2020;22:10:00;PASEO. ESPERANZA / CALL. CAOBA;10A;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;440123,66;4472661,57;N;NULL
2020S011811;29/08/2020;22:10:00;PASEO. ESPERANZA / CALL. CAOBA;10A;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;De 60 a 64 años;Hombre;3;440123,66;4472661,57;N;NULL
2020S011832;29/08/2020;19:08:00;CTRA. BARRIO DE LA FORTUNA / CALL. XILOFONO;11;LATINA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;435030,05;4469314,53;N;NULL
2020S011835;30/08/2020;15:01:00;GTA. CUATRO CAMINOS, 6;6;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;440335,19;4477650,2;N;NULL
2020S011837;30/08/2020;14:50:00;CALL. BRAVO MURILLO, 355;355;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;7;441139,87;4479592,35;N;NULL
2020S011845;29/08/2020;21:45:00;RONDA. SUR, 165;165;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;7;443163,98;4469626,09;N;NULL
2020S011854;31/08/2020;7:50:00;CALL. GRAN VIA, 72;72;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Mujer;2;439796,58;4474935,08;N;NULL
2020S011865;29/08/2020;13:50:00;PASEO. EXTREMADURA / CALL. SAAVEDRA FAJARDO;1;LATINA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;2;438471,7;4473948,83;N;NULL
2020S011879;31/08/2020;18:50:00;CALL. ZURBANO / PASEO. CASTELLANA;95;CHAMBERÍ;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Mujer;1;441247,97;4476915,21;N;NULL
2020S011910;31/08/2020;20:40:00;CALL. AZUCENAS, 73;73;TETUÁN;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;440394,23;4479551,88;N;NULL
2020S011914;01/09/2020;15:05:00;RONDA. SEGOVIA, 37B;37B;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;NULL;439124,37;4473532,25;N;NULL
2020S011930;28/08/2020;22:33:00;CALL. JOAQUIN TURINA, 38;38;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;14;436017,14;4469353;N;NULL
2020S011930;28/08/2020;22:33:00;CALL. JOAQUIN TURINA, 38;38;CARABANCHEL;Atropello a persona;Despejado;Bicicleta;Peatón;De 50 a 54 años;Mujer;7;436017,14;4469353;N;NULL
2020S012017;02/09/2020;19:10:00;AVDA. FRANCISCO JAVIER SAENZ DE OIZA, 240;240;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;448209,54;4483420,91;N;NULL
2020S012022;03/09/2020;19:30:00;PASEO. GENERAL MARTINEZ CAMPOS, 27;27;CHAMBERÍ;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;2;441091,81;4476294,7;N;NULL
2020S012027;03/09/2020;23:10:00;CALL. SIERRA DE CADI / CALL. PUERTO DEL MONASTERIO;3;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;443970,26;4471596,58;N;NULL
2020S012063;03/09/2020;21:50:00;CALL. EMBAJADORES, 186;186;ARGANZUELA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Mujer;7;441077,67;4471629,76;N;NULL
2020S012075;04/09/2020;20:50:00;CALL. ESTOCOLMO / CALL. MANCHESTER;26A;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;6;449074,19;4475608,03;N;NULL
2020S012102;02/09/2020;12:30:00;CTRA. ESTACION DE HORTALEZA, 56;56;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;445041,64;4481485,36;N;NULL
2020S012104;05/09/2020;1:20:00;AVDA. MENENDEZ PELAYO / AVDA. CIUDAD DE BARCELONA;123;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;14;442253,6;4472878,55;S;NULL
2020S012130;05/09/2020;22:25:00;PASEO. ESPERANZA, 9;9;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;3;440125,99;4472714,72;N;NULL
2020S012185;06/09/2020;9:45:00;PLAZA. CASTILLA / CALL. MATEO INURRIA;1;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;441500,94;4479623,19;N;NULL
2020S012192;07/09/2020;14:30:00;CALL. SAN GERMAN, 11;11;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;441146,28;4478615,08;N;NULL
2020S012194;06/09/2020;21:30:00;AVDA. OPORTO / PSAJE. ANTONIA LANCHA;5;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;438833,56;4470750,17;N;NULL
2020S012211;07/09/2020;15:00:00;CALL. LOPE DE HARO, 14;14;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;440416,47;4478749,46;N;NULL
2020S012221;08/09/2020;7:00:00;AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40;100C;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;448143,51;4474405,44;N;NULL
2020S012258;07/09/2020;18:45:00;ANILLO VERDE P.K. 3,400 (DESCENDENTE);55;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;445082,65;4481257;N;NULL
2020S012283;09/09/2020;10:15:00;CALL. ALTO DEL RETIRO / CALL. ANTONIO GADES;2;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;450057,4;4468715,79;N;NULL
2020S012295;08/09/2020;19:20:00;PLAZA. VIRGEN GUADALUPANA, 0;0;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Conductor;De 6  a  9 años;Mujer;14;442800,37;4478075,41;N;NULL
2020S012295;08/09/2020;19:20:00;PLAZA. VIRGEN GUADALUPANA, 0;0;CHAMARTÍN;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Mujer;1;442800,37;4478075,41;N;NULL
2020S012317;08/09/2020;22:15:00;PQUE. MADRID RIO, +00300I;+00300I;ARGANZUELA;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;14;438705,83;4473637;N;NULL
2020S012317;08/09/2020;22:15:00;PQUE. MADRID RIO, +00300I;+00300I;ARGANZUELA;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 10 a 14 años;Mujer;7;438705,83;4473637;N;NULL
2020S012326;08/09/2020;23:15:00;AVDA. POBLADOS / CALL. BELZUNEGUI;102;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;437260,47;4469469,84;N;NULL
2020S012361;08/09/2020;21:22:00;CALL. NUESTRA SEÑORA DE VALVERDE, 201;201;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;441894;4484119,56;N;NULL
2020S012362;10/09/2020;14:45:00;CALL. DOCTOR ESQUERDO / CALL. SAMARIA;82;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 50 a 54 años;Hombre;2;443157,98;4473772,57;N;NULL
2020S012373;08/09/2020;22:15:00;CALL. GOMEZNARRO / CALL. MAYORGA;4;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;7;444678,45;4479054,14;N;NULL
2020S012388;10/09/2020;14:05:00;PASEO. CAMOENS Y VALERO / CALL. FRANCISCO Y JACINTO ALCANTARA;2;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;438331,65;4475996,53;N;NULL
2020S012398;10/09/2020;13:40:00;PASEO. REINA CRISTINA, 21;21;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;442233,57;4473214,67;N;NULL
2020S012424;11/09/2020;5:40:00;AVDA. GRAN VIA DE HORTALEZA / CALL. HARO;1;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;444108,8;4479554,49;N;NULL
2020S012483;12/09/2020;12:10:00;CALL. GENERAL RICARDOS / PLAZA. FRANCISCO MORANO;181;CARABANCHEL;Alcance;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;5;437073,49;4470552,2;N;NULL
2020S012508;11/09/2020;19:25:00;PASEO. VIRGEN DEL PUERTO, 47;47;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;438822,01;4473407;N;NULL
2020S012541;13/09/2020;9:45:00;AVDA. GRAN VIA DEL SURESTE, 36;36;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;6;449760,25;4467987,61;N;NULL
2020S012543;12/09/2020;11:00:00;AVDA. MONASTERIO DE SILOS / PLAZA. PRADERA DEL SALCERAL;100;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;441504,53;4484739,35;N;NULL
2020S012543;12/09/2020;11:00:00;AVDA. MONASTERIO DE SILOS / PLAZA. PRADERA DEL SALCERAL;100;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;6;441504,53;4484739,35;N;NULL
2020S012552;13/09/2020;14:10:00;CALL. SIERRA ELVIRA / CALL. FILOSOFA SIMONE WEIL;20;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;443847,76;4472925,46;N;NULL
2020S012562;12/09/2020;20:12:00;CALL. LUIS DE HOYOS SAINZ / CALL. FUENTE CARRANTONA;50;MORATALAZ;Caída;Se desconoce;Bicicleta;Conductor;De 10 a 14 años;Hombre;14;445854,41;4472842,53;N;NULL
2020S012603;10/09/2020;20:55:00;CTRA. M-612, +30000E;+30000E;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Mujer;2;438337,52;4484449,83;N;NULL
2020S012618;14/09/2020;18:42:00;CALL. ALCALDE SAINZ DE BARANDA / AUTOV. M-30;92;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;443788,83;4474709,91;N;NULL
2020S012637;11/09/2020;8:00:00;CALL. ESTEBAN PALACIOS / CALL. FLORENCIO CASTILLO;10;HORTALEZA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;447167,79;4478690,45;N;NULL
2020S012656;15/09/2020;14:35:00;CALL. ALFONSO XII, 62;62;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;7;441549,01;4473333,44;N;NULL
2020S012666;15/09/2020;17:45:00;CALL. CASTRO DE ORO / CALLE DORTOR ESPINA;20;CARABANCHEL;Colisión lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;NULL;438144,7;4471146,36;N;NULL
2020S012668;15/09/2020;16:50:00;CALL. GRAN VIA, 72;72;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;2;439796,58;4474935,08;N;NULL
2020S012672;15/09/2020;19:10:00;CALL. CARLOS Y GUILLERMO FERNANDEZ SHAW, 2;2;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;3;443222,13;4472933,62;N;NULL
2020S012673;14/09/2020;21:20:00;PLAZA. JUAN ZORRILLA / CALL. BRAVO MURILLO;4;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Mujer;7;440244,17;4477107,99;N;NULL
2020S012676;15/09/2020;16:30:00;CALL. BARBIERI / CALL. SAN MARCOS;12;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;440780,98;4474738,67;N;NULL
2020S012703;13/09/2020;10:40:00;CALL. PEDRO MUGURUZA / CALL. PADRE DAMIAN;8;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;441863,11;4479279,65;N;NULL
2020S012708;16/09/2020;0:37:00;CALL. GRAN VIA / CALL. ALCALA;1;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Mujer;7;440779,78;4474514,08;N;NULL
2020S012715;16/09/2020;8:45:00;CALL. MARTINEZ CORROCHANO / CALL. VALDERRIBAS;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;6;443214,92;4472588,13;N;NULL
2020S012717;15/09/2020;19:45:00;CMNO. CASA DE VACAS, 0;0;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;436938,76;4476685,06;N;NULL
2020S012718;16/09/2020;12:50:00;AVDA. MORERAS / CALL. LEONARDO PRIETO CASTRO;1;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;439059,7;4478141,67;N;NULL
2020S012725;15/09/2020;19:40:00;PASEO. PIÑONERO, 4;4;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;437295,89;4476032,47;N;NULL
2020S012725;15/09/2020;19:40:00;PASEO. PIÑONERO, 4;4;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;437295,89;4476032,47;N;NULL
2020S012725;15/09/2020;19:40:00;PASEO. PIÑONERO, 4;4;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;437295,89;4476032,47;N;NULL
2020S012738;16/09/2020;18:35:00;PASEO. PRADO, 5;5;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;1;441227,74;4474329,55;N;NULL
2020S012743;04/09/2020;21:00:00;AVDA. POBLADOS / AVDA. RAFAELA YBARRA;189;USERA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;7;440987,49;4469167,19;N;NULL
2020S012789;17/09/2020;14:23:00;CALL. VIA DE DUBLIN, 4;4;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;447965,48;4479250,17;N;NULL
2020S012812;17/09/2020;19:30:00;CALL. SERRANO, 24;24;SALAMANCA;Caída;Lluvia débil;Bicicleta;Conductor;De 21 a 24 años;Hombre;6;441641,45;4475019,73;N;NULL
2020S012877;18/09/2020;15:44:00;PASEO. RECOLETOS, 3;3;CENTRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 10 a 14 años;Hombre;3;441196,47;4474655,78;N;NULL
2020S012877;18/09/2020;15:44:00;PASEO. RECOLETOS, 3;3;CENTRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Pasajero;De 10 a 14 años;Hombre;14;441196,47;4474655,78;N;NULL
2020S012886;18/09/2020;18:15:00;CALL. SEGOVIA, 26;26;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;439508,43;4473951,57;N;NULL
2020S012975;20/09/2020;19:25:00;CALL. HORTALEZA, 59;59;CENTRO;Alcance;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;NULL;440711,02;4474989,97;N;NULL
2020S013008;21/09/2020;20:00:00;LUGAR. SANTA CATALINA ADIF, 0;0;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;2;442216,97;4469742,58;N;NULL
2020S013045;21/09/2020;19:45:00;AVDA. MONASTERIO DE EL ESCORIAL, 6;6;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;2;439786,57;4484001,89;N;NULL
